Date,A,B
14-Oct-08,3518.6,927.8
15-Oct-08,3338.4,926.5
16-Oct-08,3269.3,929.8
17-Oct-08,3074.3,945.0
20-Oct-08,3122.8,946.0
21-Oct-08,3234.9,908.8
22-Oct-08,3065.1,918.5
23-Oct-08,2943.1,918.0
24-Oct-08,2584,898.5
27-Oct-08,2524.2,895.5
28-Oct-08,2684.6,891.5
29-Oct-08,2697,890.5
31-Oct-08,2885.6,880.0
3-Nov-08,3043.8,871.0
4-Nov-08,3142.1,853.0
5-Nov-08,2994.9,853.5
6-Nov-08,2892.6,853.5
7-Nov-08,2973,880.0
10-Nov-08,3148.2,868.3
11-Nov-08,2938.6,877.0
12-Nov-08,2848.4,876.0
14-Nov-08,2810.3,883.5
17-Nov-08,2799.5,865.0
18-Nov-08,2683.1,866.5
19-Nov-08,2635,881.3
20-Nov-08,2553.1,897.0
21-Nov-08,2693.4,906.5
24-Nov-08,2708.2,914.5
25-Nov-08,2654,923.0
26-Nov-08,2752.2,922.8
28-Nov-08,2755.1,927.5
1-Dec-08,2682.9,927.5
2-Dec-08,2657.8,906.8
3-Dec-08,2656.4,902.5
4-Dec-08,2788,883.0
5-Dec-08,2714.4,885.8
8-Dec-08,2784,888.3
10-Dec-08,2928.2,879.3
11-Dec-08,2920.1,883.5
12-Dec-08,2921.3,878.8
15-Dec-08,2981.2,890.5
16-Dec-08,3041.7,896.3
17-Dec-08,2954.3,878.0
18-Dec-08,3060.7,876.3
19-Dec-08,3077.5,862.3
22-Dec-08,3039.3,866.0
23-Dec-08,2968.6,888.3
24-Dec-08,2916.8,881.5
26-Dec-08,2857.2,887.5
29-Dec-08,2922.2,903.0
30-Dec-08,2979.5,907.5
31-Dec-08,2959.1,881.0
1-Jan-09,3033.4,889.5
2-Jan-09,3046.7,882.8
5-Jan-09,3121.4,909.5
6-Jan-09,3112.8,919.5
7-Jan-09,2920.4,930.3
9-Jan-09,2873,937.5
12-Jan-09,2773.1,935.3
13-Jan-09,2744.9,934.0
14-Jan-09,2835.3,931.3
15-Jan-09,2736.7,916.8
16-Jan-09,2828.4,921.0
19-Jan-09,2846.2,927.3
20-Jan-09,2796.6,939.5
21-Jan-09,2706.1,962.8
22-Jan-09,2713.8,968.0
23-Jan-09,2678.5,986.0
27-Jan-09,2771.3,977.5
28-Jan-09,2849.5,965.5
29-Jan-09,2823.9,959.8
30-Jan-09,2874.8,960.5
2-Feb-09,2766.6,961.5
3-Feb-09,2783.9,926.5
4-Feb-09,2803,928.0
5-Feb-09,2780,920.5
6-Feb-09,2843.1,923.5
9-Feb-09,2919.9,916.8
10-Feb-09,2934.5,897.5
11-Feb-09,2925.7,918.0
12-Feb-09,2893,912.5
13-Feb-09,2948.3,905.8
16-Feb-09,2848.5,882.0
17-Feb-09,2770.5,879.5
18-Feb-09,2776.1,871.5
19-Feb-09,2789.3,852.5
20-Feb-09,2736.4,852.5
24-Feb-09,2733.9,817.8
25-Feb-09,2762.5,818.5
26-Feb-09,2785.6,818.0
27-Feb-09,2763.6,786.5
2-Mar-09,2674.6,796.3
3-Mar-09,2622.4,788.8
4-Mar-09,2645.2,815.8
5-Mar-09,2576.7,833.5
6-Mar-09,2620.1,824.0
9-Mar-09,2573.1,824.0
12-Mar-09,2617.4,827.0
13-Mar-09,2719.2,827.0
16-Mar-09,2777.2,838.3
17-Mar-09,2757.4,833.0
18-Mar-09,2794.7,822.3
19-Mar-09,2807.1,798.5
20-Mar-09,2807,803.5
23-Mar-09,2939.9,805.8
24-Mar-09,2938.7,808.5
25-Mar-09,2984.3,808.0
26-Mar-09,3082.2,781.8
27-Mar-09,3108.6,775.8
30-Mar-09,2978.1,740.8
31-Mar-09,3020.9,750.3
1-Apr-09,3060.3,775.0
2-Apr-09,3211,779.5
6-Apr-09,3256.6,813.0
8-Apr-09,3342.9,863.0
9-Apr-09,3342,869.0
13-Apr-09,3382.6,889.0
15-Apr-09,3484.1,899.0
16-Apr-09,3369.5,896.0
17-Apr-09,3384.4,888.5
20-Apr-09,3377.1,902.0
21-Apr-09,3365.3,905.0
22-Apr-09,3330.3,884.5
23-Apr-09,3423.7,880.0
24-Apr-09,3480.7,852.0
27-Apr-09,3470,828.0
28-Apr-09,3362.3,875.5
29-Apr-09,3473.9,876.8
4-May-09,3654,903.5
5-May-09,3661.9,883.5
6-May-09,3625,900.5
7-May-09,3683.9,831.5
8-May-09,3620.7,832.5
11-May-09,3554.6,847.0
12-May-09,3681.1,802.5
13-May-09,3635.2,784.5
14-May-09,3593.4,795.0
15-May-09,3671.6,772.0
18-May-09,4323.1,744.0
19-May-09,4318.4,720.0
20-May-09,4270.3,712.5
21-May-09,4210.9,730.5
22-May-09,4238.5,730.5
25-May-09,4237.5,764.0
26-May-09,4116.7,755.3
27-May-09,4276,730.8
28-May-09,4337.1,729.5
29-May-09,4448.9,741.3
1-Jun-09,4529.9,753.8
2-Jun-09,4525.2,754.5
3-Jun-09,4530.7,735.3
4-Jun-09,4572.6,753.0
5-Jun-09,4586.9,733.8
8-Jun-09,4429.9,724.8
9-Jun-09,4550.9,713.5
10-Jun-09,4655.2,747.5
11-Jun-09,4637.7,734.0
12-Jun-09,4583.4,738.0
15-Jun-09,4484,762.0
16-Jun-09,4517.8,738.0
17-Jun-09,4356.1,774.5
18-Jun-09,4251.4,822.5
19-Jun-09,4313.6,820.5
22-Jun-09,4235.2,812.5
23-Jun-09,4247,814.0
24-Jun-09,4292.9,814.5
25-Jun-09,4241.8,778.0
26-Jun-09,4375.5,780.0
29-Jun-09,4390.9,766.3
30-Jun-09,4291.1,773.3
1-Jul-09,4340.9,749.0
2-Jul-09,4348.8,767.3
3-Jul-09,4424.2,767.8
6-Jul-09,4165.7,802.3
7-Jul-09,4202.1,827.8
8-Jul-09,4078.9,826.5
9-Jul-09,4080.9,826.0
10-Jul-09,4003.9,838.3
13-Jul-09,3974,870.0
14-Jul-09,4111.4,855.3
15-Jul-09,4233.5,835.8
16-Jul-09,4231.4,849.0
17-Jul-09,4374.9,843.5
20-Jul-09,4502.2,843.5
21-Jul-09,4469.1,843.5
22-Jul-09,4398.9,843.5
23-Jul-09,4523.7,880.3
24-Jul-09,4568.5,869.8
27-Jul-09,4572.3,869.8
28-Jul-09,4564.1,869.8
29-Jul-09,4513.5,874.5
30-Jul-09,4571.4,853.5
31-Jul-09,4636.4,848.3
3-Aug-09,4711.4,848.5
4-Aug-09,4680.5,855.8
5-Aug-09,4694.1,847.3
6-Aug-09,4585.5,827.0
7-Aug-09,4481.4,826.5
10-Aug-09,4437.6,821.5
11-Aug-09,4471.3,810.0
12-Aug-09,4457.5,833.8
13-Aug-09,4605,833.0
14-Aug-09,4580,853.3
17-Aug-09,4387.9,849.3
18-Aug-09,4458.9,860.0
19-Aug-09,4394.1,875.8
20-Aug-09,4453.4,910.3
21-Aug-09,4528.8,897.5
24-Aug-09,4642.8,895.3
25-Aug-09,4659.3,892.3
26-Aug-09,4680.8,919.5
27-Aug-09,4688.2,918.3
28-Aug-09,4732.3,904.5
31-Aug-09,4662.1,905.0
1-Sep-09,4625.3,920.0
2-Sep-09,4608.3,913.0
3-Sep-09,4593.5,895.0
4-Sep-09,4680.4,909.8
7-Sep-09,4782.9,938.0
8-Sep-09,4805.2,943.3
9-Sep-09,4814.2,935.5
10-Sep-09,4819.4,942.5
11-Sep-09,4829.5,968.0
14-Sep-09,4808.6,964.0
15-Sep-09,4892.1,980.5
16-Sep-09,4958.4,989.0
17-Sep-09,4965.5,985.8
18-Sep-09,4976,984.3
22-Sep-09,5020.2,978.5
23-Sep-09,4969.9,936.5
24-Sep-09,4986.5,952.0
25-Sep-09,4958.9,937.3
29-Sep-09,5006.8,913.8
30-Sep-09,5083.9,908.5
1-Oct-09,5083.4,913.0
5-Oct-09,5003.2,936.0
6-Oct-09,5027.4,923.8
7-Oct-09,4985.7,901.5
8-Oct-09,5002.2,899.5
9-Oct-09,4945.2,925.3
12-Oct-09,5054.2,928.0
14-Oct-09,5118.2,919.5
15-Oct-09,5108.8,915.5
16-Oct-09,5142.1,893.3
17-Oct-09,5141.8,956.5
20-Oct-09,5114.4,954.0
21-Oct-09,5063.6,949.3
22-Oct-09,4988.6,923.8
23-Oct-09,4997,929.0
26-Oct-09,4970.9,938.3
27-Oct-09,4846.7,924.0
28-Oct-09,4826.1,928.0
29-Oct-09,4750.5,916.5
30-Oct-09,4711.7,924.5
3-Nov-09,4563.9,897.8
4-Nov-09,4710.8,905.0
5-Nov-09,4765.5,870.3
6-Nov-09,4796.1,879.8
9-Nov-09,4898.4,880.0
10-Nov-09,4881.7,880.5
11-Nov-09,5003.9,880.5
12-Nov-09,4952.6,880.5
13-Nov-09,4998.9,887.5
16-Nov-09,5058,891.0
17-Nov-09,5062.2,880.5
18-Nov-09,5054.7,870.5
19-Nov-09,4989,877.0
20-Nov-09,5052.4,888.8
23-Nov-09,5103.5,886.0
24-Nov-09,5090.5,897.5
25-Nov-09,5108.1,907.5
26-Nov-09,5005.5,907.5
27-Nov-09,4941.7,891.0
30-Nov-09,5032.7,898.3
1-Dec-09,5122,883.3
2-Dec-09,5123.2,884.5
3-Dec-09,5131.7,884.5
4-Dec-09,5108.9,910.0
7-Dec-09,5066.7,910.0
8-Dec-09,5147.9,912.3
9-Dec-09,5112,907.0
10-Dec-09,5134.6,913.0
11-Dec-09,5117.3,917.0
14-Dec-09,5105.7,924.0
15-Dec-09,5033,925.3
16-Dec-09,5042,929.5
17-Dec-09,5041.7,921.0
18-Dec-09,4987.7,924.8
21-Dec-09,4952.6,939.5
22-Dec-09,4985.8,937.5
23-Dec-09,5144.6,959.8
24-Dec-09,5178.4,959.8
29-Dec-09,5187.9,945.0
30-Dec-09,5169.4,951.0
31-Dec-09,5201,957.8
4-Jan-10,5232.2,975.5
5-Jan-10,5277.9,981.8
6-Jan-10,5281.8,980.0
7-Jan-10,5263.1,976.8
8-Jan-10,5244.7,970.8
11-Jan-10,5249.4,962.0
12-Jan-10,5210.4,943.8
13-Jan-10,5233.9,956.0
14-Jan-10,5259.9,953.8
15-Jan-10,5252.2,947.5
18-Jan-10,5274.8,937.3
19-Jan-10,5225.6,932.3
20-Jan-10,5221.7,934.0
21-Jan-10,5094.1,930.5
22-Jan-10,5036,940.5
25-Jan-10,5007.9,935.3
27-Jan-10,4853.1,919.3
28-Jan-10,4867.2,920.8
29-Jan-10,4882,933.5
1-Feb-10,4899.7,937.3
2-Feb-10,4830.1,942.0
3-Feb-10,4931.8,935.5
4-Feb-10,4845.3,934.5
5-Feb-10,4718.6,938.3
6-Feb-10,4757.2,929.5
8-Feb-10,4760.4,932.5
9-Feb-10,4792.6,924.5
10-Feb-10,4757.2,924.0
11-Feb-10,4826.8,918.0
15-Feb-10,4801.9,911.8
16-Feb-10,4855.7,913.0
17-Feb-10,4914,908.5
18-Feb-10,4887.7,924.8
19-Feb-10,4844.9,938.0
22-Feb-10,4856.4,935.0
23-Feb-10,4870,937.5
24-Feb-10,4858.6,952.8
25-Feb-10,4859.7,947.8
26-Feb-10,4922.3,948.3
2-Mar-10,5017,950.0
3-Mar-10,5088.1,951.5
4-Mar-10,5080.2,955.0
5-Mar-10,5088.7,944.3
8-Mar-10,5124,931.0
9-Mar-10,5101.5,932.5
10-Mar-10,5116.2,939.0
11-Mar-10,5133.4,959.8
12-Mar-10,5137,960.5
15-Mar-10,5128.9,960.5
16-Mar-10,5198.1,964.0
17-Mar-10,5231.9,956.0
18-Mar-10,5245.9,945.0
19-Mar-10,5262.8,942.8
22-Mar-10,5205.2,947.3
23-Mar-10,5225.3,953.5
25-Mar-10,5260.4,953.5
26-Mar-10,5282,932.8
29-Mar-10,5302.8,935.0
30-Mar-10,5262.4,943.0
31-Mar-10,5249.1,940.5
1-Apr-10,5290.5,952.5
5-Apr-10,5368.4,951.5
6-Apr-10,5366,950.5
7-Apr-10,5374.6,940.5
8-Apr-10,5304.4,943.0
9-Apr-10,5361.7,955.5
12-Apr-10,5339.7,955.5
13-Apr-10,5322.9,955.0
15-Apr-10,5273.6,964.8
16-Apr-10,5262.6,983.0
19-Apr-10,5203.6,989.0
20-Apr-10,5230.1,993.0
21-Apr-10,5244.9,1000.8
22-Apr-10,5269.3,999.5
23-Apr-10,5304.1,990.8
26-Apr-10,5322.4,1008.3
27-Apr-10,5308.3,999.3
28-Apr-10,5215.4,996.0
29-Apr-10,5254.1,1015.8
30-Apr-10,5278,1018.5
3-May-10,5222.7,1012.0
4-May-10,5148.5,997.0
5-May-10,5124.9,1014.0
6-May-10,5090.8,1010.3
7-May-10,5018,1009.8
10-May-10,5193.6,991.5
11-May-10,5136.1,991.8
12-May-10,5156.6,989.5
13-May-10,5178.9,995.8
14-May-10,5093.5,1004.8
17-May-10,5059.9,1003.5
18-May-10,5066.2,1005.5
19-May-10,4919.6,1038.8
20-May-10,4947.6,1040.3
21-May-10,4931.1,1045.0
24-May-10,4943.9,1051.5
25-May-10,4806.7,1058.8
26-May-10,4917.4,1057.5
27-May-10,5003.1,1059.5
28-May-10,5066.5,1053.5
31-May-10,5086.3,1047.5
1-Jun-10,4970.2,1050.5
2-Jun-10,5019.8,1061.8
3-Jun-10,5110.5,1053.8
4-Jun-10,5135.5,1053.0
7-Jun-10,5034,1061.8
8-Jun-10,4987.1,1054.0
9-Jun-10,5000.3,1036.5
10-Jun-10,5078.6,1031.8
11-Jun-10,5119.3,1040.5
14-Jun-10,5197.7,1040.0
15-Jun-10,5222.3,1062.0
16-Jun-10,5233.3,1061.0
17-Jun-10,5274.8,1090.0
18-Jun-10,5262.6,1089.0
21-Jun-10,5353.3,1096.8
22-Jun-10,5316.5,1106.8
23-Jun-10,5323.1,1101.5
24-Jun-10,5320.6,1115.3
25-Jun-10,5269,1114.8
28-Jun-10,5333.5,1104.0
29-Jun-10,5256.1,1130.0
30-Jun-10,5312.5,1134.8
1-Jul-10,5251.4,1149.0
2-Jul-10,5237.1,1135.5
5-Jul-10,5235.9,1140.0
6-Jul-10,5289,1169.5
7-Jul-10,5241.1,1163.3
8-Jul-10,5296.8,1179.8
9-Jul-10,5352.4,1182.8
12-Jul-10,5383,1166.5
13-Jul-10,5400.6,1175.8
14-Jul-10,5386.1,1192.5
15-Jul-10,5378.7,1212.5
16-Jul-10,5393.9,1208.8
19-Jul-10,5386.4,1190.3
20-Jul-10,5368,1142.5
21-Jul-10,5399.3,1146.8
22-Jul-10,5441.9,1141.0
23-Jul-10,5449.1,1128.5
26-Jul-10,5418.6,1124.0
27-Jul-10,5430.6,1123.8
28-Jul-10,5397.5,1122.0
29-Jul-10,5408.9,1137.5
30-Jul-10,5367.6,1117.0
2-Aug-10,5431.6,1104.5
3-Aug-10,5439.5,1105.5
4-Aug-10,5467.8,1084.0
5-Aug-10,5447.1,1085.3
6-Aug-10,5439.2,1085.3
9-Aug-10,5486.1,1085.3
10-Aug-10,5460.7,1085.3
11-Aug-10,5420.6,1106.0
12-Aug-10,5416.4,1087.5
13-Aug-10,5452.1,1087.5
16-Aug-10,5418.3,1087.5
17-Aug-10,5414.1,1121.5
18-Aug-10,5479.1,1123.3
19-Aug-10,5540.2,1130.0
20-Aug-10,5530.6,1130.3
23-Aug-10,5543.5,1126.8
24-Aug-10,5505.1,1153.0
25-Aug-10,5462.3,1151.3
26-Aug-10,5477.9,1127.3
27-Aug-10,5408.7,1138.3
30-Aug-10,5415.4,1128.0
31-Aug-10,5402.4,1134.5
1-Sep-10,5471.8,1133.0
2-Sep-10,5486.1,1120.3
3-Sep-10,5479.4,1108.3
6-Sep-10,5576.9,1084.0
7-Sep-10,5604,1095.3
8-Sep-10,5607.8,1093.3
9-Sep-10,5640,1094.8
13-Sep-10,5760,1088.0
14-Sep-10,5795.5,1078.5
15-Sep-10,5860.9,1086.5
16-Sep-10,5828.7,1111.0
17-Sep-10,5884.9,1115.3
20-Sep-10,5980.4,1083.3
21-Sep-10,6009,1058.0
22-Sep-10,5991,1064.0
23-Sep-10,5959.5,1071.3
24-Sep-10,6018.3,1069.5
27-Sep-10,6035.6,1076.3
28-Sep-10,6029.5,1082.0
29-Sep-10,5991.3,1098.3
30-Sep-10,6029.9,1115.3
1-Oct-10,6143.4,1119.0
4-Oct-10,6159.4,1118.0
5-Oct-10,6145.8,1112.8
6-Oct-10,6186.4,1115.3
7-Oct-10,6120.3,1107.0
8-Oct-10,6103.4,1103.0
11-Oct-10,6135.8,1094.5
12-Oct-10,6090.9,1108.3
13-Oct-10,6233.9,1114.0
14-Oct-10,6177.3,1126.5
15-Oct-10,6062.6,1136.5
18-Oct-10,6075.9,1134.5
19-Oct-10,6027.3,1135.0
20-Oct-10,5982.1,1125.8
21-Oct-10,6101.5,1115.8
22-Oct-10,6066,1120.5
25-Oct-10,6105.8,1104.0
26-Oct-10,6082,1106.3
27-Oct-10,6012.6,1104.3
28-Oct-10,5987.7,1124.8
29-Oct-10,6017.7,1121.8
1-Nov-10,6117.5,1122.8
2-Nov-10,6119,1105.5
3-Nov-10,6160.5,1097.3
4-Nov-10,6281.8,1101.5
5-Nov-10,6312.4,1090.8
8-Nov-10,6273.2,1093.0
9-Nov-10,6301.5,1096.5
10-Nov-10,6275.7,1107.5
11-Nov-10,6194.2,1107.0
12-Nov-10,6071.6,1115.5
15-Nov-10,6121.6,1123.5
16-Nov-10,5988.7,1123.5
18-Nov-10,5998.8,1123.5
19-Nov-10,5890.3,1132.8
22-Nov-10,6010,1142.0
23-Nov-10,5934.7,1148.0
24-Nov-10,5865.7,1152.5
25-Nov-10,5799.7,1158.8
26-Nov-10,5751.9,1148.3
29-Nov-10,5830,1153.8
30-Nov-10,5862.7,1154.5
1-Dec-10,5960.9,1151.5
2-Dec-10,6011.7,1136.3
3-Dec-10,5992.8,1144.8
6-Dec-10,5992.2,1143.0
7-Dec-10,5976.5,1133.8
8-Dec-10,5903.7,1139.5
9-Dec-10,5766.5,1154.5
10-Dec-10,5857.3,1149.5
13-Dec-10,5907.6,1161.0
14-Dec-10,5944.1,1166.8
15-Dec-10,5892.3,1179.3
16-Dec-10,5948.7,1179.3
20-Dec-10,5947,1185.0
21-Dec-10,6000.6,1165.0
22-Dec-10,5984.4,1185.3
23-Dec-10,5980,1202.3
24-Dec-10,6011.6,1196.5
27-Dec-10,5998.1,1222.5
28-Dec-10,5996,1237.5
29-Dec-10,6060.3,1237.5
30-Dec-10,6101.8,1236.5
31-Dec-10,6134.5,1236.0
3-Jan-11,6157.6,1216.8
4-Jan-11,6146.3,1195.0
5-Jan-11,6079.8,1192.0
6-Jan-11,6048.2,1179.8
7-Jan-11,5904.6,1187.0
10-Jan-11,5762.8,1198.3
11-Jan-11,5754.1,1212.0
12-Jan-11,5863.2,1211.0
13-Jan-11,5751.9,1207.5
14-Jan-11,5654.5,1207.5
17-Jan-11,5654.7,1227.8
18-Jan-11,5724,1215.0
19-Jan-11,5691,1215.0
20-Jan-11,5711.6,1203.5
21-Jan-11,5696.5,1215.0
24-Jan-11,5743.2,1246.0
25-Jan-11,5687.4,1233.5
27-Jan-11,5604.3,1217.5
28-Jan-11,5512.1,1220.0
31-Jan-11,5505.9,1223.8
1-Feb-11,5417.2,1225.0
2-Feb-11,5432,1234.5
3-Feb-11,5526.7,1245.0
4-Feb-11,5395.7,1256.0
7-Feb-11,5396,1254.5
8-Feb-11,5312.5,1236.0
9-Feb-11,5253.5,1226.5
10-Feb-11,5225.8,1236.3
11-Feb-11,5310,1254.0
14-Feb-11,5456,1261.0
15-Feb-11,5481,1234.5
16-Feb-11,5481.7,1244.0
17-Feb-11,5546.4,1234.0
18-Feb-11,5458.9,1201.5
21-Feb-11,5518.6,1208.0
22-Feb-11,5469.2,1195.0
23-Feb-11,5437.3,1193.3
24-Feb-11,5262.7,1193.5
25-Feb-11,5303.5,1208.8
28-Feb-11,5333.2,1205.5
1-Mar-11,5522.3,1216.0
3-Mar-11,5536.2,1207.0
4-Mar-11,5538.7,1208.0
7-Mar-11,5463.1,1189.3
8-Mar-11,5520.8,1181.0
9-Mar-11,5531,1183.0
10-Mar-11,5494.4,1191.5
11-Mar-11,5445.4,1199.5
14-Mar-11,5531.5,1190.5
15-Mar-11,5449.6,1183.5
16-Mar-11,5511.1,1168.0
17-Mar-11,5446.6,1157.0
18-Mar-11,5373.7,1162.5
21-Mar-11,5364.7,1169.0
22-Mar-11,5413.8,1188.5
23-Mar-11,5480.2,1187.5
24-Mar-11,5522.4,1199.5
25-Mar-11,5654.2,1192.5
28-Mar-11,5687.2,1207.8
29-Mar-11,5736.3,1203.0
30-Mar-11,5787.6,1192.5
31-Mar-11,5833.7,1205.5
1-Apr-11,5826,1213.0
4-Apr-11,5908.4,1214.3
5-Apr-11,5910,1223.5
6-Apr-11,5891.7,1226.0
7-Apr-11,5885.7,1218.0
8-Apr-11,5842,1233.5
11-Apr-11,5785.7,1223.5
13-Apr-11,5911.5,1226.0
15-Apr-11,5824.5,1222.0
18-Apr-11,5729.1,1237.5
19-Apr-11,5740.7,1237.0
20-Apr-11,5851.6,1235.0
21-Apr-11,5884.7,1235.0
25-Apr-11,5874.5,1246.0
26-Apr-11,5868.4,1246.5
27-Apr-11,5833.9,1248.5
28-Apr-11,5785.4,1240.5
29-Apr-11,5749.5,1249.0
2-May-11,5701.3,1256.8
3-May-11,5565.2,1255.0
4-May-11,5537.1,1255.0
5-May-11,5459.8,1246.5
6-May-11,5551.4,1243.8
9-May-11,5551.1,1265.5
10-May-11,5541.2,1267.0
11-May-11,5565,1272.5
12-May-11,5486.1,1274.0
13-May-11,5544.7,1279.3
16-May-11,5499,1275.0
17-May-11,5438.9,1293.5
18-May-11,5420.6,1290.8
19-May-11,5428.1,1297.0
20-May-11,5486.3,1297.0
23-May-11,5386.5,1294.0
24-May-11,5394.8,1307.5
25-May-11,5348.9,1307.0
26-May-11,5412.3,1316.3
27-May-11,5476.1,1313.5
30-May-11,5473.1,1330.5
31-May-11,5560.1,1346.5
1-Jun-11,5592,1345.0
2-Jun-11,5550.3,1341.5
3-Jun-11,5516.7,1351.5
6-Jun-11,5532,1348.5
7-Jun-11,5556.1,1365.5
8-Jun-11,5526.8,1373.3
9-Jun-11,5521,1367.5
10-Jun-11,5485.8,1367.3
13-Jun-11,5482.8,1339.0
14-Jun-11,5500.5,1339.0
15-Jun-11,5447.5,1343.5
16-Jun-11,5396.7,1322.5
17-Jun-11,5366.4,1337.5
20-Jun-11,5257.9,1329.5
21-Jun-11,5275.8,1324.5
22-Jun-11,5278.3,1333.5
23-Jun-11,5320,1346.8
24-Jun-11,5471.2,1354.5
27-Jun-11,5526.6,1351.0
28-Jun-11,5545.3,1345.5
29-Jun-11,5600.4,1381.0
30-Jun-11,5647.4,1395.5
1-Jul-11,5627.2,1388.5
4-Jul-11,5650.5,1421.0
5-Jul-11,5632.1,1390.5
6-Jul-11,5625.4,1398.5
7-Jul-11,5728.9,1388.5
8-Jul-11,5660.6,1368.5
11-Jul-11,5616.1,1349.0
12-Jul-11,5526.1,1337.5
13-Jul-11,5585.4,1350.3
14-Jul-11,5599.8,1342.5
15-Jul-11,5581.1,1356.5
18-Jul-11,5567,1377.5
19-Jul-11,5613.5,1372.5
20-Jul-11,5567,1373.3
21-Jul-11,5541.6,1355.0
22-Jul-11,5633.9,1357.0
25-Jul-11,5680.3,1383.5
26-Jul-11,5574.8,1385.5
27-Jul-11,5546.8,1389.0
28-Jul-11,5487.7,1403.5
29-Jul-11,5482,1415.3
1-Aug-11,5516.8,1420.0
2-Aug-11,5456.5,1385.5
3-Aug-11,5404.8,1391.3
4-Aug-11,5331.8,1375.3
5-Aug-11,5211.2,1399.0
8-Aug-11,5118.5,1394.5
9-Aug-11,5072.8,1388.8
10-Aug-11,5161,1363.0
11-Aug-11,5138.3,1368.5
12-Aug-11,5072.9,1380.0
16-Aug-11,5035.8,1383.0
17-Aug-11,5056.6,1387.0
18-Aug-11,4944.1,1373.5
19-Aug-11,4845.6,1373.5
22-Aug-11,4898.8,1373.5
23-Aug-11,4948.9,1373.5
24-Aug-11,4888.9,1412.5
25-Aug-11,4839.6,1405.5
26-Aug-11,4747.8,1405.5
29-Aug-11,4919.6,1405.5
30-Aug-11,5001,1388.5
2-Sep-11,5040,1368.0
5-Sep-11,5017.2,1368.5
6-Sep-11,5064.3,1367.0
7-Sep-11,5124.6,1368.3
8-Sep-11,5153.2,1374.0
9-Sep-11,5059.4,1378.8
12-Sep-11,4946.8,1381.5
13-Sep-11,4940.9,1367.0
14-Sep-11,5012.5,1360.5
15-Sep-11,5075.7,1369.5
16-Sep-11,5084.2,1372.0
19-Sep-11,5031.9,1345.5
20-Sep-11,5140.2,1343.5
21-Sep-11,5133.2,1343.0
22-Sep-11,4923.6,1324.0
23-Sep-11,4867.7,1328.0
26-Sep-11,4835.4,1334.5
27-Sep-11,4971.2,1319.0
28-Sep-11,4945.9,1327.0
29-Sep-11,5015.4,1331.5
30-Sep-11,4943.2,1337.0
3-Oct-11,4849.5,1328.0
4-Oct-11,4772.1,1355.0
5-Oct-11,4751.3,1347.5
7-Oct-11,4888,1363.5
10-Oct-11,4979.6,1365.0
11-Oct-11,4974.3,1353.3
12-Oct-11,5099.4,1364.0
13-Oct-11,5077.8,1365.0
14-Oct-11,5132.3,1372.8
17-Oct-11,5118.2,1371.3
18-Oct-11,5037.5,1379.0
19-Oct-11,5139.1,1383.5
20-Oct-11,5091.9,1403.0
21-Oct-11,5049.9,1401.0
24-Oct-11,5098.3,1409.3
25-Oct-11,5191.6,1411.5
26-Oct-11,5201.8,1402.5
28-Oct-11,5360.7,1411.0
31-Oct-11,5326.6,1420.8
1-Nov-11,5257.9,1435.5
2-Nov-11,5258.4,1421.5
3-Nov-11,5265.7,1427.0
4-Nov-11,5284.2,1437.5
8-Nov-11,5289.3,1426.3
9-Nov-11,5221,1431.0
11-Nov-11,5168.8,1413.3
14-Nov-11,5148.3,1411.5
15-Nov-11,5068.5,1422.3
16-Nov-11,5030.4,1400.5
17-Nov-11,4934.7,1402.0
18-Nov-11,4905.8,1403.8
21-Nov-11,4778.3,1420.0
22-Nov-11,4812.3,1432.0
23-Nov-11,4706.4,1426.0
24-Nov-11,4756.4,1439.5
25-Nov-11,4710,1447.0
28-Nov-11,4851.3,1436.0
29-Nov-11,4805.1,1417.0
30-Nov-11,4832,1417.5
1-Dec-11,4936.8,1425.5
2-Dec-11,5050.1,1439.0
5-Dec-11,5039.1,1418.0
7-Dec-11,5062.6,1435.5
8-Dec-11,4943.6,1433.5
9-Dec-11,4866.7,1461.5
12-Dec-11,4764.6,1459.5
13-Dec-11,4800.6,1469.5
14-Dec-11,4763.2,1468.0
15-Dec-11,4746.3,1450.5
16-Dec-11,4651.6,1457.5
19-Dec-11,4613.1,1465.8
20-Dec-11,4544.2,1476.8
21-Dec-11,4693.1,1493.0
22-Dec-11,4733.8,1490.5
23-Dec-11,4714,1501.0
26-Dec-11,4779,1504.0
27-Dec-11,4750.5,1504.0
28-Dec-11,4705.8,1504.0
29-Dec-11,4646.2,1497.5
30-Dec-11,4624.3,1511.0
2-Jan-12,4636.7,1535.5
3-Jan-12,4765.3,1535.5
4-Jan-12,4749.6,1535.5
5-Jan-12,4749.9,1540.3
6-Jan-12,4754.1,1541.0
7-Jan-12,4746.9,1511.0
9-Jan-12,4742.8,1486.5
10-Jan-12,4849.5,1502.0
11-Jan-12,4860.9,1513.5
12-Jan-12,4831.2,1508.0
13-Jan-12,4866,1489.5
16-Jan-12,4873.9,1505.8
17-Jan-12,4967.3,1500.8
18-Jan-12,4955.8,1478.5
19-Jan-12,5018.4,1496.5
20-Jan-12,5048.6,1493.0
23-Jan-12,5046.2,1490.8
24-Jan-12,5127.3,1510.5
25-Jan-12,5158.3,1527.0
27-Jan-12,5204.7,1526.3
30-Jan-12,5087.3,1518.5
