Date,A,B
31-Jan-12,5199.2,1533.0
1-Feb-12,5235.7,1533.0
2-Feb-12,5269.9,1536.5
3-Feb-12,5325.8,1533.8
6-Feb-12,5361.6,1539.5
7-Feb-12,5335.1,1540.0
8-Feb-12,5368.1,1549.0
9-Feb-12,5412.3,1545.0
10-Feb-12,5381.6,1537.8
13-Feb-12,5390.2,1537.8
14-Feb-12,5416,1529.3
15-Feb-12,5531.9,1526.3
16-Feb-12,5521.9,1516.0
17-Feb-12,5564.3,1529.8
21-Feb-12,5607.1,1523.3
22-Feb-12,5505.3,1537.5
23-Feb-12,5483.3,1544.0
24-Feb-12,5429.3,1544.8
27-Feb-12,5281.2,1552.5
28-Feb-12,5375.5,1523.0
29-Feb-12,5385.2,1514.8
1-Mar-12,5339.7,1498.0
2-Mar-12,5359.3,1499.0
3-Mar-12,5359.4,1504.3
5-Mar-12,5280.3,1505.5
6-Mar-12,5222.4,1483.0
7-Mar-12,5220.4,1495.0
9-Mar-12,5333.5,1510.0
12-Mar-12,5359.5,1527.3
13-Mar-12,5429.5,1527.5
14-Mar-12,5463.9,1541.5
15-Mar-12,5380.5,1555.5
16-Mar-12,5317.9,1550.5
19-Mar-12,5257,1579.0
20-Mar-12,5274.8,1590.5
21-Mar-12,5364.9,1587.0
22-Mar-12,5228.4,1599.0
23-Mar-12,5278.2,1601.0
26-Mar-12,5184.2,1586.0
27-Mar-12,5243.1,1601.0
28-Mar-12,5194.7,1602.0
29-Mar-12,5178.8,1613.5
30-Mar-12,5295.5,1612.8
2-Apr-12,5317.9,1625.0
3-Apr-12,5358.5,1613.5
4-Apr-12,5322.9,1628.5
9-Apr-12,5234.4,1623.0
10-Apr-12,5243.6,1637.8
11-Apr-12,5226.8,1669.3
12-Apr-12,5276.8,1679.5
13-Apr-12,5207.4,1658.8
16-Apr-12,5226.2,1693.0
17-Apr-12,5289.7,1736.0
18-Apr-12,5300,1772.0
19-Apr-12,5332.4,1760.0
20-Apr-12,5290.8,1736.0
23-Apr-12,5200.6,1739.0
24-Apr-12,5222.6,1782.5
25-Apr-12,5202,1790.0
26-Apr-12,5189,1824.0
27-Apr-12,5190.6,1848.0
28-Apr-12,5209,1877.5
30-Apr-12,5248.1,1876.0
2-May-12,5239.1,1770.0
3-May-12,5188.4,1729.0
4-May-12,5086.8,1788.0
7-May-12,5114.1,1788.0
8-May-12,4999.9,1825.0
9-May-12,4974.8,1813.5
10-May-12,4965.7,1821.0
11-May-12,4928.9,1875.3
14-May-12,4907.8,1895.0
15-May-12,4942.8,1895.0
16-May-12,4858.2,1810.0
17-May-12,4870.2,1855.0
18-May-12,4891.4,1851.0
21-May-12,4906,1834.0
22-May-12,4860.5,1820.0
23-May-12,4835.6,1818.5
24-May-12,4921.4,1782.0
25-May-12,4920.4,1794.0
28-May-12,4985.6,1794.0
29-May-12,4990.1,1799.0
30-May-12,4950.7,1793.0
31-May-12,4924.2,1722.0
1-Jun-12,4841.6,1689.0
4-Jun-12,4848.1,1598.0
5-Jun-12,4863.3,1659.0
6-Jun-12,4997.1,1643.0
7-Jun-12,5049.6,1613.0
8-Jun-12,5068.3,1620.0
11-Jun-12,5054.1,1655.5
12-Jun-12,5115.9,1638.0
13-Jun-12,5121.4,1617.0
14-Jun-12,5054.7,1635.0
15-Jun-12,5139,1652.0
18-Jun-12,5064.2,1661.0
19-Jun-12,5103.8,1663.0
20-Jun-12,5120.5,1682.0
21-Jun-12,5165,1656.0
22-Jun-12,5146,1678.0
25-Jun-12,5114.6,1682.0
26-Jun-12,5120.8,1631.0
27-Jun-12,5141.9,1652.5
28-Jun-12,5149.1,1620.0
29-Jun-12,5278.9,1642.5
2-Jul-12,5278.6,1652.0
3-Jul-12,5287.9,1656.0
4-Jul-12,5302.5,1715.0
5-Jul-12,5327.3,1718.0
6-Jul-12,5316.9,1741.0
9-Jul-12,5275.1,1722.0
10-Jul-12,5345.3,1699.0
11-Jul-12,5306.3,1743.0
12-Jul-12,5235.2,1758.0
13-Jul-12,5227.2,1749.0
16-Jul-12,5197.2,1782.0
17-Jul-12,5192.8,1795.0
18-Jul-12,5216.3,1784.0
19-Jul-12,5242.7,1756.0
20-Jul-12,5205.1,1773.0
23-Jul-12,5117.9,1776.0
24-Jul-12,5128.2,1785.0
25-Jul-12,5109.6,1756.0
26-Jul-12,5043,1742.5
27-Jul-12,5099.8,1719.0
30-Jul-12,5199.8,1702.0
31-Jul-12,5229,1699.0
1-Aug-12,5240.5,1681.0
2-Aug-12,5227.7,1692.5
3-Aug-12,5215.7,1688.5
6-Aug-12,5282.5,1714.0
7-Aug-12,5336.7,1717.0
8-Aug-12,5338,1746.0
9-Aug-12,5322.9,1752.0
10-Aug-12,5320.4,1747.0
13-Aug-12,5347.9,1744.0
14-Aug-12,5380.3,1708.0
16-Aug-12,5362.9,1735.5
17-Aug-12,5366.3,1715.0
21-Aug-12,5421,1709.0
22-Aug-12,5412.8,1659.5
23-Aug-12,5415.3,1672.5
24-Aug-12,5386.7,1603.0
27-Aug-12,5350.2,1574.0
28-Aug-12,5334.6,1594.0
29-Aug-12,5287.8,1598.0
30-Aug-12,5315,1613.5
31-Aug-12,5258.5,1608.0
3-Sep-12,5253.7,1606.5
4-Sep-12,5274,1606.5
5-Sep-12,5225.7,1606.5
6-Sep-12,5238.4,1606.5
7-Sep-12,5342.1,1571.0
8-Sep-12,5358.7,1531.0
10-Sep-12,5363.4,1531.0
11-Sep-12,5390,1531.0
12-Sep-12,5431,1598.0
13-Sep-12,5435.3,1613.0
14-Sep-12,5577.6,1599.0
17-Sep-12,5610,1616.5
18-Sep-12,5600,1615.0
20-Sep-12,5554.2,1637.0
21-Sep-12,5691.1,1634.5
24-Sep-12,5669.6,1661.0
25-Sep-12,5673.9,1635.5
26-Sep-12,5663.4,1641.0
27-Sep-12,5649.5,1656.0
28-Sep-12,5703.3,1647.0
1-Oct-12,5718.8,1655.0
3-Oct-12,5731.2,1653.0
4-Oct-12,5787.6,1675.5
5-Oct-12,5746.9,1665.5
8-Oct-12,5676,1650.0
9-Oct-12,5704.6,1727.0
10-Oct-12,5652.1,1726.0
11-Oct-12,5708,1729.0
12-Oct-12,5676,1744.0
15-Oct-12,5687.2,1740.0
16-Oct-12,5648,1751.0
17-Oct-12,5660.2,1734.0
18-Oct-12,5718.7,1719.0
19-Oct-12,5684.2,1724.0
22-Oct-12,5717.1,1746.0
23-Oct-12,5691.4,1748.0
25-Oct-12,5705.3,1711.5
26-Oct-12,5664.3,1720.0
29-Oct-12,5665.6,1722.0
30-Oct-12,5597.9,1733.0
31-Oct-12,5619.7,1713.0
1-Nov-12,5645,1723.0
2-Nov-12,5697.7,1733.0
5-Nov-12,5704.2,1748.0
6-Nov-12,5724.4,1752.0
7-Nov-12,5760.1,1777.0
8-Nov-12,5738.7,1777.5
9-Nov-12,5686.2,1772.0
12-Nov-12,5683.7,1781.0
13-Nov-12,5666.9,1770.0
15-Nov-12,5631,1714.0
16-Nov-12,5574,1707.0
19-Nov-12,5571.4,1705.0
20-Nov-12,5571.5,1669.0
21-Nov-12,5614.8,1677.5
22-Nov-12,5627.7,1690.0
23-Nov-12,5626.6,1687.5
26-Nov-12,5635.9,1697.5
27-Nov-12,5727.4,1690.0
29-Nov-12,5825,1644.3
30-Nov-12,5879.8,1648.0
3-Dec-12,5870.9,1658.0
4-Dec-12,5889.2,1661.5
5-Dec-12,5900.5,1656.8
6-Dec-12,5930.9,1649.3
7-Dec-12,5907.4,1635.5
10-Dec-12,5908.9,1664.0
11-Dec-12,5898.8,1680.3
12-Dec-12,5888,1692.0
13-Dec-12,5851.5,1676.0
14-Dec-12,5879.6,1657.5
17-Dec-12,5857.9,1662.5
18-Dec-12,5896.8,1677.5
19-Dec-12,5929.6,1676.3
20-Dec-12,5916.4,1621.0
21-Dec-12,5847.7,1631.0
24-Dec-12,5855.7,1631.0
26-Dec-12,5905.6,1631.0
27-Dec-12,5870.1,1644.0
28-Dec-12,5908.3,1658.0
31-Dec-12,5905.1,1668.5
1-Jan-13,5950.8,1666.5
2-Jan-13,5993.2,1653.0
3-Jan-13,6009.5,1635.5
4-Jan-13,6016.1,1644.0
7-Jan-13,5988.4,1650.0
8-Jan-13,6001.7,1641.5
9-Jan-13,5971.5,1629.0
10-Jan-13,5968.6,1649.5
11-Jan-13,5951.3,1637.8
14-Jan-13,6024,1653.5
15-Jan-13,6056.6,1663.5
16-Jan-13,6001.8,1651.3
17-Jan-13,6039.2,1664.0
18-Jan-13,6064.4,1648.0
21-Jan-13,6082.3,1637.8
22-Jan-13,6048.5,1643.8
23-Jan-13,6054.3,1643.8
24-Jan-13,6019.3,1602.5
25-Jan-13,6074.6,1582.5
28-Jan-13,6074.8,1598.5
29-Jan-13,6049.9,1583.0
30-Jan-13,6055.7,1558.5
31-Jan-13,6034.7,1556.5
1-Feb-13,5998.9,1548.5
4-Feb-13,5987.2,1554.0
5-Feb-13,5956.9,1589.5
6-Feb-13,5959.2,1592.5
7-Feb-13,5938.8,1582.5
8-Feb-13,5903.5,1549.0
11-Feb-13,5897.8,1568.5
12-Feb-13,5922.5,1569.5
13-Feb-13,5932.9,1574.6
14-Feb-13,5896.9,1579.5
15-Feb-13,5887.4,1540.0
18-Feb-13,5898.2,1558.0
19-Feb-13,5939.7,1606.0
20-Feb-13,5943,1606.0
21-Feb-13,5852.2,1606.0
22-Feb-13,5850.3,1635.0
25-Feb-13,5854.7,1606.0
26-Feb-13,5761.3,1576.5
27-Feb-13,5796.9,1584.0
28-Feb-13,5693,1603.5
1-Mar-13,5719.7,1619.5
4-Mar-13,5698.5,1613.5
5-Mar-13,5784.2,1627.3
6-Mar-13,5818.6,1615.5
7-Mar-13,5863.3,1625.5
8-Mar-13,5945.7,1601.0
11-Mar-13,5942.3,1582.0
12-Mar-13,5914.1,1565.5
13-Mar-13,5851.2,1570.0
14-Mar-13,5908.9,1576.0
15-Mar-13,5872.6,1573.5
18-Mar-13,5835.2,1558.5
19-Mar-13,5745.9,1598.5
20-Mar-13,5694.4,1592.0
21-Mar-13,5658.7,1617.5
22-Mar-13,5651.3,1613.5
25-Mar-13,5633.8,1604.0
26-Mar-13,5641.6,1587.0
28-Mar-13,5682.5,1585.0
1-Apr-13,5704.4,1595.3
2-Apr-13,5748.1,1577.0
3-Apr-13,5672.9,1556.3
4-Apr-13,5574.7,1595.5
5-Apr-13,5553.2,1589.8
8-Apr-13,5542.9,1585.3
9-Apr-13,5495.1,1575.3
10-Apr-13,5558.7,1584.0
11-Apr-13,5594,1576.3
12-Apr-13,5528.5,1572.3
15-Apr-13,5568.4,1583.3
16-Apr-13,5688.9,1601.0
17-Apr-13,5688.7,1618.0
18-Apr-13,5783.1,1618.3
22-Apr-13,5834.4,1617.8
23-Apr-13,5836.9,1622.0
25-Apr-13,5916.3,1599.0
26-Apr-13,5871.4,1597.0
29-Apr-13,5904.1,1602.0
30-Apr-13,5930.2,1610.0
2-May-13,5999.3,1611.0
3-May-13,5944,1613.3
6-May-13,5971,1615.0
7-May-13,6043.5,1618.5
8-May-13,6069.3,1622.5
9-May-13,6050.1,1597.8
10-May-13,6094.7,1601.8
11-May-13,6107.2,1604.5
13-May-13,5980.4,1614.8
14-May-13,5995.4,1615.0
15-May-13,6146.7,1639.5
16-May-13,6169.9,1642.0
17-May-13,6187.3,1665.3
20-May-13,6156.9,1667.0
21-May-13,6114.1,1667.0
22-May-13,6094.5,1668.0
23-May-13,5967,1660.0
24-May-13,5983.5,1660.5
27-May-13,6083.1,1648.5
28-May-13,6111.2,1691.5
29-May-13,6104.3,1697.0
30-May-13,6124,1690.0
31-May-13,5985.9,1701.0
3-Jun-13,5939.3,1728.0
4-Jun-13,5919.4,1732.0
5-Jun-13,5923.8,1736.8
6-Jun-13,5921.4,1737.0
7-Jun-13,5881,1733.3
10-Jun-13,5878,1775.5
11-Jun-13,5788.8,1770.0
12-Jun-13,5760.2,1769.5
13-Jun-13,5699.1,1766.8
14-Jun-13,5808.4,1758.5
17-Jun-13,5850,1784.5
18-Jun-13,5813.6,1762.5
19-Jun-13,5822.2,1771.5
20-Jun-13,5655.9,1744.8
21-Jun-13,5667.6,1763.0
24-Jun-13,5590.2,1776.0
25-Jun-13,5609.1,1787.0
26-Jun-13,5588.7,1775.5
27-Jun-13,5682.3,1775.3
28-Jun-13,5842.2,1791.8
1-Jul-13,5898.8,1784.0
2-Jul-13,5857.5,1773.5
3-Jul-13,5770.9,1774.0
4-Jul-13,5836.9,1761.3
5-Jul-13,5867.9,1769.0
8-Jul-13,5811.5,1766.8
9-Jul-13,5859,1736.0
10-Jul-13,5816.7,1746.5
11-Jul-13,5935.1,1749.0
12-Jul-13,6009,1743.0
15-Jul-13,6030.8,1737.0
16-Jul-13,5955.2,1726.8
17-Jul-13,5973.3,1711.0
18-Jul-13,6038,1706.5
19-Jul-13,6029.2,1715.5
22-Jul-13,6031.8,1716.0
23-Jul-13,6077.8,1707.0
24-Jul-13,5990.5,1710.0
25-Jul-13,5907.5,1719.0
26-Jul-13,5886.2,1716.3
29-Jul-13,5831.6,1685.0
30-Jul-13,5755,1683.5
31-Jul-13,5742,1691.0
1-Aug-13,5727.8,1715.3
2-Aug-13,5677.9,1717.0
5-Aug-13,5685.4,1738.3
6-Aug-13,5542.2,1735.3
7-Aug-13,5519.1,1726.3
8-Aug-13,5565.6,1725.8
12-Aug-13,5612.4,1710.0
13-Aug-13,5699.3,1713.5
14-Aug-13,5742.3,1730.5
16-Aug-13,5507.8,1732.3
19-Aug-13,5414.7,1724.0
20-Aug-13,5401.4,1731.0
21-Aug-13,5302.5,1734.5
22-Aug-13,5408.4,1750.5
23-Aug-13,5471.7,1746.3
26-Aug-13,5476.5,1708.0
27-Aug-13,5287.4,1725.0
28-Aug-13,5285,1726.0
29-Aug-13,5409,1720.0
30-Aug-13,5471.8,1697.8
2-Sep-13,5550.7,1694.0
3-Sep-13,5341.4,1694.3
4-Sep-13,5448.1,1701.5
5-Sep-13,5592.9,1712.5
6-Sep-13,5680.4,1710.0
10-Sep-13,5896.7,1716.3
11-Sep-13,5913.1,1692.8
12-Sep-13,5850.7,1696.3
13-Sep-13,5850.6,1695.8
16-Sep-13,5840.5,1694.0
17-Sep-13,5850.2,1665.0
18-Sep-13,5899.4,1650.5
19-Sep-13,6115.5,1651.5
20-Sep-13,6012.1,1651.5
23-Sep-13,5889.7,1651.5
24-Sep-13,5892.4,1651.5
25-Sep-13,5873.8,1655.5
26-Sep-13,5882.2,1657.5
27-Sep-13,5833.2,1657.5
30-Sep-13,5735.3,1657.5
1-Oct-13,5780,1693.8
3-Oct-13,5909.7,1679.5
4-Oct-13,5907.3,1648.0
7-Oct-13,5906.1,1645.3
8-Oct-13,5928.4,1656.0
9-Oct-13,6007.4,1657.8
10-Oct-13,6020.9,1675.0
11-Oct-13,6096.2,1657.5
14-Oct-13,6112.7,1666.5
15-Oct-13,6089,1680.5
17-Oct-13,6045.8,1676.3
18-Oct-13,6189.3,1675.0
21-Oct-13,6204.9,1688.5
22-Oct-13,6202.8,1687.5
23-Oct-13,6178.3,1690.5
24-Oct-13,6164.3,1690.3
25-Oct-13,6144.9,1671.0
28-Oct-13,6101.1,1660.0
29-Oct-13,6220.9,1656.5
30-Oct-13,6251.7,1663.5
31-Oct-13,6299.1,1677.5
1-Nov-13,6307.2,1664.8
3-Nov-13,6317.3,1669.0
5-Nov-13,6253.1,1666.0
6-Nov-13,6215.1,1673.5
7-Nov-13,6187.2,1674.3
8-Nov-13,6140.7,1668.0
11-Nov-13,6078.8,1668.3
12-Nov-13,6018,1652.0
13-Nov-13,5989.6,1647.5
14-Nov-13,6056.1,1645.0
18-Nov-13,6189,1646.0
19-Nov-13,6203.3,1612.3
20-Nov-13,6122.9,1610.8
21-Nov-13,5999,1607.8
22-Nov-13,5995.4,1588.5
25-Nov-13,6115.3,1577.0
26-Nov-13,6059.1,1576.5
27-Nov-13,6057.1,1586.3
28-Nov-13,6091.8,1590.5
29-Nov-13,6176.1,1604.3
2-Dec-13,6217.8,1588.5
3-Dec-13,6201.8,1582.3
4-Dec-13,6160.9,1574.3
5-Dec-13,6241.1,1579.8
6-Dec-13,6259.9,1574.0
9-Dec-13,6363.9,1579.5
10-Dec-13,6332.8,1581.8
11-Dec-13,6307.9,1579.0
12-Dec-13,6237,1594.0
13-Dec-13,6168.4,1589.3
16-Dec-13,6154.7,1586.0
17-Dec-13,6139,1595.5
18-Dec-13,6217.1,1603.8
19-Dec-13,6166.6,1610.8
20-Dec-13,6274.2,1607.5
23-Dec-13,6284.5,1613.8
24-Dec-13,6268.4,1607.8
26-Dec-13,6278.9,1599.3
27-Dec-13,6313.8,1598.0
30-Dec-13,6291.1,1603.0
31-Dec-13,6304,1598.3
1-Jan-14,6301.6,1598.3
2-Jan-14,6221.1,1598.3
3-Jan-14,6211.1,1583.5
6-Jan-14,6191.4,1574.8
7-Jan-14,6162.2,1546.5
8-Jan-14,6174.6,1568.0
9-Jan-14,6168.3,1575.0
10-Jan-14,6171.4,1577.3
13-Jan-14,6272.7,1575.0
14-Jan-14,6241.8,1565.0
15-Jan-14,6320.9,1535.5
16-Jan-14,6318.9,1395.0
17-Jan-14,6261.6,1380.0
20-Jan-14,6303.9,1392.0
21-Jan-14,6313.8,1393.8
22-Jan-14,6338.9,1405.5
23-Jan-14,6345.6,1424.5
24-Jan-14,6266.7,1408.0
27-Jan-14,6135.8,1428.5
28-Jan-14,6126.2,1451.0
29-Jan-14,6120.2,1471.5
30-Jan-14,6073.7,1467.5
31-Jan-14,6089.5,1469.0
3-Feb-14,6001.8,1454.8
4-Feb-14,6000.9,1469.3
5-Feb-14,6022.4,1469.3
6-Feb-14,6036.3,1469.3
7-Feb-14,6063.2,1444.3
10-Feb-14,6053.4,1468.0
11-Feb-14,6062.7,1465.5
12-Feb-14,6084,1426.5
13-Feb-14,6001.1,1430.8
14-Feb-14,6048.3,1433.8
17-Feb-14,6073.3,1410.0
18-Feb-14,6127.1,1381.0
19-Feb-14,6152.7,1368.8
20-Feb-14,6091.4,1354.8
21-Feb-14,6155.4,1360.8
24-Feb-14,6186.1,1408.5
25-Feb-14,6200,1380.5
26-Feb-14,6238.8,1390.3
28-Feb-14,6276.9,1390.3
3-Mar-14,6221.4,1376.5
4-Mar-14,6297.9,1382.5
5-Mar-14,6328.6,1413.5
6-Mar-14,6401.1,1394.5
7-Mar-14,6526.6,1402.5
10-Mar-14,6537.2,1399.5
11-Mar-14,6511.9,1404.0
12-Mar-14,6516.9,1400.0
13-Mar-14,6493.1,1386.0
14-Mar-14,6504.2,1383.3
18-Mar-14,6516.6,1374.3
19-Mar-14,6524,1382.8
20-Mar-14,6483.1,1385.0
21-Mar-14,6493.2,1391.3
22-Mar-14,6494.9,1384.8
24-Mar-14,6583.5,1366.8
25-Mar-14,6589.7,1372.8
26-Mar-14,6601.4,1292.5
27-Mar-14,6641.7,1295.3
28-Mar-14,6695.9,1286.8
31-Mar-14,6704.2,1279.0
1-Apr-14,6721,1236.3
2-Apr-14,6752.5,1232.8
3-Apr-14,6736.1,1192.0
4-Apr-14,6694.3,1242.8
7-Apr-14,6695,1252.5
9-Apr-14,6796.2,1250.0
10-Apr-14,6796.4,1251.8
11-Apr-14,6776.3,1212.8
15-Apr-14,6733.1,1235.3
16-Apr-14,6675.3,1255.5
17-Apr-14,6779.4,1256.0
21-Apr-14,6817.6,1285.0
22-Apr-14,6815.3,1279.8
23-Apr-14,6840.8,1284.8
25-Apr-14,6782.7,1291.5
28-Apr-14,6761.2,1297.3
29-Apr-14,6715.2,1283.3
30-Apr-14,6696.4,1295.8
2-May-14,6694.8,1327.0
5-May-14,6699.3,1333.5
6-May-14,6715.3,1335.0
7-May-14,6652.5,1326.0
8-May-14,6659.8,1331.0
9-May-14,6858.8,1329.8
12-May-14,7014.2,1324.2
13-May-14,7108.7,1314.5
14-May-14,7108.7,1315.0
15-May-14,7123.1,1309.3
16-May-14,7203,1304.8
19-May-14,7263.5,1280.5
20-May-14,7275.5,1282.5
21-May-14,7252.9,1298.3
22-May-14,7276.4,1309.0
23-May-14,7367.1,1341.0
26-May-14,7359,1328.5
27-May-14,7318,1326.5
28-May-14,7329.6,1329.8
29-May-14,7235.6,1369.3
30-May-14,7229.9,1365.0
2-Jun-14,7362.5,1372.5
3-Jun-14,7415.8,1363.0
4-Jun-14,7402.2,1375.5
5-Jun-14,7474.1,1377.5
6-Jun-14,7583.4,1377.5
9-Jun-14,7654.6,1419.3
10-Jun-14,7656.4,1419.5
11-Jun-14,7626.8,1407.8
12-Jun-14,7649.9,1394.8
13-Jun-14,7542.1,1392.3
16-Jun-14,7533.5,1399.5
17-Jun-14,7631.7,1390.0
18-Jun-14,7558.2,1385.0
19-Jun-14,7540.7,1387.0
20-Jun-14,7511.4,1390.0
23-Jun-14,7493.3,1358.3
24-Jun-14,7580.2,1363.8
25-Jun-14,7569.2,1328.0
26-Jun-14,7493.2,1318.5
27-Jun-14,7508.8,1324.0
30-Jun-14,7611.3,1312.3
1-Jul-14,7634.7,1301.0
2-Jul-14,7725.1,1365.5
3-Jul-14,7714.8,1349.3
4-Jul-14,7751.6,1323.0
7-Jul-14,7787.1,1314.3
8-Jul-14,7623.2,1322.8
9-Jul-14,7585,1333.0
10-Jul-14,7567.7,1341.0
11-Jul-14,7459.6,1326.5
14-Jul-14,7454.1,1290.8
15-Jul-14,7526.6,1306.3
16-Jul-14,7624.4,1316.0
17-Jul-14,7640.4,1309.8
18-Jul-14,7663.9,1323.5
21-Jul-14,7684.2,1329.5
22-Jul-14,7767.8,1304.0
23-Jul-14,7795.7,1298.5
24-Jul-14,7830.6,1265.5
25-Jul-14,7790.4,1285.5
28-Jul-14,7748.7,1270.5
30-Jul-14,7791.4,1273.5
31-Jul-14,7721.3,1319.3
1-Aug-14,7602.6,1316.5
4-Aug-14,7683.6,1317.5
5-Aug-14,7746.5,1333.0
6-Aug-14,7672,1331.3
7-Aug-14,7649.2,1344.8
8-Aug-14,7568.5,1347.8
11-Aug-14,7625.9,1361.0
12-Aug-14,7727,1349.3
13-Aug-14,7739.5,1354.8
14-Aug-14,7791.7,1324.0
18-Aug-14,7874.2,1306.8
19-Aug-14,7897.5,1320.5
20-Aug-14,7875.3,1307.3
21-Aug-14,7891.1,1319.0
22-Aug-14,7913.2,1307.3
25-Aug-14,7906.3,1285.5
26-Aug-14,7904.7,1282.5
27-Aug-14,7936,1281.3
28-Aug-14,7954.3,1272.5
1-Sep-14,8027.7,1286.0
2-Sep-14,8083,1287.3
3-Sep-14,8114.6,1283.5
4-Sep-14,8095.9,1275.8
5-Sep-14,8086.8,1257.0
8-Sep-14,8173.9,1240.0
9-Sep-14,8152.9,1246.3
10-Sep-14,8094.1,1243.0
11-Sep-14,8085.7,1247.5
12-Sep-14,8105.5,1245.0
15-Sep-14,8042,1245.5
16-Sep-14,7932.9,1253.0
17-Sep-14,7975.5,1229.5
18-Sep-14,8114.7,1217.3
19-Sep-14,8121.4,1227.5
22-Sep-14,8146.3,1222.5
23-Sep-14,8017.5,1233.0
24-Sep-14,8002.4,1237.0
25-Sep-14,7911.8,1266.3
26-Sep-14,7968.8,1260.8
29-Sep-14,7958.9,1225.3
30-Sep-14,7964.8,1232.0
1-Oct-14,7945.5,1234.8
7-Oct-14,7852.4,1231.8
8-Oct-14,7842.7,1230.5
9-Oct-14,7960.5,1196.0
10-Oct-14,7859.9,1195.3
13-Oct-14,7884.2,1199.0
14-Oct-14,7864,1199.0
16-Oct-14,7748.2,1199.0
17-Oct-14,7779.7,1199.0
20-Oct-14,7879.4,1214.5
21-Oct-14,7927.7,1204.5
22-Oct-14,7995.9,1204.5
23-Oct-14,8014.5,1204.5
27-Oct-14,7991.7,1225.0
28-Oct-14,8027.6,1234.5
29-Oct-14,8090.4,1246.3
30-Oct-14,8169.2,1227.5
31-Oct-14,8322.2,1221.0
3-Nov-14,8324.1,1226.0
5-Nov-14,8338.3,1244.3
7-Nov-14,8337,1248.0
10-Nov-14,8344.2,1251.5
11-Nov-14,8362.6,1236.0
12-Nov-14,8383.3,1241.5
13-Nov-14,8357.8,1250.0
14-Nov-14,8389.9,1255.8
17-Nov-14,8430.7,1238.0
18-Nov-14,8425.9,1241.0
19-Nov-14,8382.3,1263.0
20-Nov-14,8401.9,1267.0
21-Nov-14,8477.3,1260.5
24-Nov-14,8530.1,1251.3
25-Nov-14,8463.1,1264.0
26-Nov-14,8475.7,1242.5
27-Nov-14,8494.2,1251.0
28-Nov-14,8588.2,1262.0
1-Dec-14,8555.9,1250.3
2-Dec-14,8524.7,1254.5
3-Dec-14,8537.6,1256.5
4-Dec-14,8564.4,1259.3
5-Dec-14,8538.3,1277.0
8-Dec-14,8438.2,1282.0
9-Dec-14,8340.7,1289.5
10-Dec-14,8355.6,1296.0
11-Dec-14,8292.9,1320.0
12-Dec-14,8224.1,1327.5
15-Dec-14,8219.6,1320.8
16-Dec-14,8067.6,1320.5
17-Dec-14,8029.8,1316.3
18-Dec-14,8159.3,1323.3
19-Dec-14,8225.2,1334.8
22-Dec-14,8324,1339.0
23-Dec-14,8267,1331.8
24-Dec-14,8174.1,1332.3
26-Dec-14,8200.7,1326.5
29-Dec-14,8246.3,1349.5
30-Dec-14,8248.2,1334.8
31-Dec-14,8282.7,1337.0
1-Jan-15,8284,1345.3
2-Jan-15,8395.4,1335.3
5-Jan-15,8378.4,1344.0
6-Jan-15,8127.3,1346.3
7-Jan-15,8102.1,1366.0
8-Jan-15,8234.6,1368.8
9-Jan-15,8284.5,1385.0
12-Jan-15,8323,1378.5
13-Jan-15,8299.4,1355.8
14-Jan-15,8277.5,1338.0
15-Jan-15,8494.1,1327.0
16-Jan-15,8513.8,1336.0
19-Jan-15,8550.7,1310.8
20-Jan-15,8695.6,1313.5
21-Jan-15,8729.5,1304.0
22-Jan-15,8761.4,1296.0
23-Jan-15,8835.6,1294.8
27-Jan-15,8910.5,1291.8
28-Jan-15,8914.3,1283.8
29-Jan-15,8952.3,1292.0
30-Jan-15,8808.9,1284.0
2-Feb-15,8797.4,1297.3
3-Feb-15,8756.5,1299.0
4-Feb-15,8723.7,1309.5
5-Feb-15,8711.7,1301.8
6-Feb-15,8661,1320.5
9-Feb-15,8526.3,1318.0
10-Feb-15,8565.5,1325.8
11-Feb-15,8627.4,1298.0
12-Feb-15,8711.5,1301.5
13-Feb-15,8805.5,1299.0
16-Feb-15,8809.3,1299.0
18-Feb-15,8869.1,1299.0
19-Feb-15,8895.3,1286.8
20-Feb-15,8833.6,1285.3
23-Feb-15,8754.9,1291.5
24-Feb-15,8762.1,1301.3
25-Feb-15,8767.2,1299.0
26-Feb-15,8683.8,1297.8
27-Feb-15,8844.6,1288.5
28-Feb-15,8901.8,1278.5
2-Mar-15,8956.7,1281.3
3-Mar-15,8996.2,1281.3
4-Mar-15,8922.6,1306.3
5-Mar-15,8937.7,1296.0
9-Mar-15,8756.7,1287.0
10-Mar-15,8712,1291.3
11-Mar-15,8699.9,1298.8
12-Mar-15,8776,1296.5
13-Mar-15,8647.7,1305.3
16-Mar-15,8633.1,1299.0
17-Mar-15,8723.3,1291.5
18-Mar-15,8685.9,1302.0
19-Mar-15,8634.6,1295.5
20-Mar-15,8570.9,1287.3
23-Mar-15,8550.9,1298.5
24-Mar-15,8542.9,1291.5
25-Mar-15,8530.8,1291.5
26-Mar-15,8342.1,1275.5
27-Mar-15,8341.4,1263.5
30-Mar-15,8492.3,1255.0
31-Mar-15,8491,1250.5
1-Apr-15,8586.2,1247.3
6-Apr-15,8659.9,1242.8
7-Apr-15,8660.3,1245.3
8-Apr-15,8714.4,1252.5
9-Apr-15,8778.3,1247.5
10-Apr-15,8780.3,1253.5
13-Apr-15,8834,1259.5
